Source	ItemID	kText	cText
desc	$2680	오만의 탑 71층 이동 부적	傲慢之塔傳送符(71F)
desc	$2681	오만의 탑 81층 이동 부적	傲慢之塔傳送符(81F)
desc	$2682	오만의 탑 91층 이동 부적	傲慢之塔傳送符(91F)
desc	$2683	크리스마스 폭죽	聖誕煙火
desc	$2684	빨간색 양말	紅短襪
desc	$2685	녹색 양말	綠短襪
desc	$2686	떠도는 영혼	飄遊靈魂
desc	$2687	크리스마스 트리	耶誕樹
desc	$2688	카리프	卡立普
desc	$2689	류미엘	陸米爾
desc	$2690	라비엔느	拉比安尼
desc	$2691	비욘드	比安德
desc	$2692	하이 도베르만	高等杜賓狗
desc	$2693	하이 베어	高等熊
desc	$2694	하이 세퍼드	高等牧羊犬
desc	$2695	하이 세인트버나드	高等聖伯納犬
desc	$2696	하이 폭스	高等狐狸
desc	$2697	하이 래빗	高等暴走兔
desc	$2698	하이 비글	高等小獵犬
desc	$2699	하이 허스키	高等哈士奇
desc	$2700	열혈 곰	狂暴熊
desc	$2701	고양이	貓
desc	$2702	하이 캣	高等貓
desc	$2703	하이 울프	高等狼
desc	$2704	하이 콜리	高等柯利
desc	$2705	몽테스	蒙特斯
desc	$2706	아덴 주화 수송인	亞丁貨幣運送者
desc	$2707	네루파의 판	潘
desc	$2708	칸의 경비대	康的警衛隊
desc	$2709	아덴 주화	亞丁貨幣
desc	$2710	정의의 경전 1권	正義聖經上部
desc	$2711	가디언의 생명수	生命之水
desc	$2712	정의의 경전 2권	正義聖經下部
desc	$2713	야광석 조각	螢光碎片
desc	$2714	아덴 기사단의 망토	亞丁騎士團披肩
desc	$2715	생존의 증표	生存之証
desc	$2716	신년괴물	年獸
desc	$2717	몽테스의 말	蒙特斯之馬
desc	$2718	몽테스의 기사단	亞丁騎士團
desc	$2719	2단계 마법주사위	2階段魔法骰子
desc	$2720	3단계 마법주사위	3階段魔法骰子
desc	$2721	4단계 마법주사위	4階段魔法骰子
desc	$2722	6단계 마법주사위	6階段魔法骰子
desc	$2723	깡총~깡총~	蹦~蹦~
desc	$2724	지금 가요~	馬上來了~
desc	$2725	불렀어요?~	你在叫我嗎？~
desc	$2726	주인님, 지금가요~	主人，馬上來了~
desc	$2727	쫑긋~쫑긋~	吼呼~吼呼~
desc	$2728	냐옹~	喵~
desc	$2729	냐아옹~	喵喵~
desc	$2730	아이~귀찮아~	唉~好煩喔~
desc	$2731	금방 간답니다~	馬上來了~
desc	$2732	냐앙~	喵嗚~
desc	$2733	캬앙~	卡嗚~
desc	$2734	캬앙~ 캬앙~	卡嗚~ 卡嗚~
desc	$2735	캬앙~ 지금 가요~	卡嗚~ 馬上來了~
desc	$2736	캬앙~ 주인님이 부르시네~	卡嗚~ 主人在叫我了~
desc	$2737	캬아앙~	卡啊嗚~
desc	$2738	워우~	喔嗚~
desc	$2739	워우~킁킁~	喔嗚~砰砰~
desc	$2740	킁킁~주인님의 냄새군	砰砰~ 這是主人的味道
desc	$2741	킁~주인님이 부르시네	砰~ 主人在找我了
desc	$2742	쿠우우~	喔呼呼~
desc	$2743	반지의 정령	戒靈
desc	$2744	흑장로의 로브	黑長者長袍
desc	$2745	흑장로의 샌달	黑長者涼鞋
desc	$2746	발터자르의 모자	巴土瑟之帽
desc	$2747	카스파의 모자	卡士伯之帽
desc	$2748	메르키오르의 모자	馬庫爾之帽
desc	$2749	세마의 모자	西瑪之帽
desc	$2750	오림의 반지	歐林戒指
desc	$2751	세마의 반지	西瑪戒指
desc	$2752	얼음 여왕의 매력적인 샌달	冰之女王魅力涼鞋
desc	$2753	얼음 여왕의 매력적인 드레스	冰之女王魅力禮服
desc	$2754	마력을 잃은 얼음 여왕의 지팡이	失去魔力的冰之女王魔杖
desc	$2755	도펠겡어 보스의 왼쪽 반지	變形怪首領之戒(左)
desc	$2756	도펠겡어 보스의 오른쪽 반지	變形怪首領之戒(右)
desc	$2757	도펠겡어 보스의 목걸이	變形怪首領項鍊
desc	$2758	데스나이트의 불검	死亡騎士的烈炎之劍
desc	$2759	론드의 이도류	倫得雙刀
desc	$2760	알려지지 않은 창	不為人知的矛
desc	$2761	알려지지 않은 도끼	不為人知的斧
desc	$2762	복수의 칼날	復仇之劍
desc	$2763	증오의 발톱	恨之鋼爪
desc	$2764	마력을 잃은 데몬의 지팡이	失去魔力的惡魔鐮刀
desc	$2765	바포메트의 갑옷	巴風特盔甲
desc	$2766	마력을 잃은 바포메트의 지팡이	失去魔力的巴風特魔杖
desc	$2767	베레스의 부츠	巴列斯長靴
desc	$2768	마력을 잃은 베레스의 지팡이	失去魔力的巴列斯魔杖
desc	$2769	거대 여왕 개미의 금빛 날개	巨蟻女皇的金翅膀
desc	$2770	거대 여왕 개미의 은빛 날개	巨蟻女皇的銀翅膀
desc	$2771	고대 요정의 활	古代妖精弩槍
desc	$2772	고대 다크엘프의 검	古代黑暗妖精之劍
desc	$2773	커츠의 장갑	克特手套
desc	$2774	커츠의 갑옷	克特盔甲
desc	$2775	커츠의 부츠	克特長靴
desc	$2776	커츠의 투구	克特頭盔
desc	$2777	마력을 잃은 커츠의 검	失去魔力的克特之劍
desc	$2778	안타라스의 비늘	安塔瑞斯之鱗
desc	$2779	안타라스의 부서진 발톱	安塔瑞斯之爪
desc	$2780	안타라스의 시선	安塔瑞斯之眼
desc	$2781	안타라스의 눈물	安塔瑞斯之血
desc	$2782	안타라스의 분신	安塔瑞斯之肉
desc	$2783	안타라스의 숨결	安塔瑞斯之心
desc	$2784	안타라스의 뼈	安塔瑞斯之骨
desc	$2785	안타라스의 이빨	安塔瑞斯之牙
desc	$2786	발라카스의 비늘	巴拉卡斯之鱗
desc	$2787	발라카스의 부서진 발톱	巴拉卡斯之爪
desc	$2788	발라카스의 시선	巴拉卡斯之眼
desc	$2789	발라카스의 눈물	巴拉卡斯之血
desc	$2790	발라카스의 분신	巴拉卡斯之肉
desc	$2791	발라카스의 숨결	巴拉卡斯之心
desc	$2792	발라카스의 뼈	巴拉卡斯之骨
desc	$2793	발라카스의 이빨	巴拉卡斯之牙
desc	$2794	파푸리온의 비늘	法利昂之鱗
desc	$2795	파푸리온의 부서진 발톱	法利昂之爪
desc	$2796	파푸리온의 시선	法利昂之眼
desc	$2797	파푸리온의 눈물	法利昂之血
desc	$2798	파푸리온의 분신	法利昂之肉
desc	$2799	파푸리온의 숨결	法利昂之心
desc	$2800	파푸리온의 뼈	法利昂之骨
desc	$2801	파푸리온의 이빨	法利昂之牙
desc	$2802	린드비오르의 비늘	林德拜爾之鱗
desc	$2803	린드비오르의 부서진 발톱	林德拜爾之爪
desc	$2804	린드비오르의 시선	林德拜爾之眼
desc	$2805	린드비오르의 눈물	林德拜爾之血
desc	$2806	린드비오르의 분신	林德拜爾之肉
desc	$2807	린드비오르의 숨결	林德拜爾之心
desc	$2808	린드비오르의 뼈	林德拜爾之骨
desc	$2809	린드비오르의 이빨	林德拜爾之牙
desc	$2810	진화의 열매	進化果實
desc	$2811	컹컹! 바로 갑니다! 주인님!	吭吭！馬上過去了！主人！
desc	$2812	컹! 주인님이 부르는 소리군!	吭！主人在叫我了！
desc	$2813	컹컹! 명령만 내리십시요!	吭吭！請吩咐！
desc	$2814	컹컹! 전 언제나 주인님의 곁에 있습니다!	吭吭！我一直在主人身邊！
desc	$2815	왈! 주인님, 놀아주세요~	嗚唉！主人，請陪我玩∼
desc	$2816	왈왈! 주인님이 놀아주려나보다~	嗚唉嗚唉！主人要陪我玩了∼
desc	$2817	왈!왈! 사랑하는 주인님, 지금가요~	嗚唉！嗚唉！親愛的主人，現在過去了∼
desc	$2818	왈!왈!왈! 평생 주인님 곁에 있을거에요~	嗚唉！嗚唉！嗚唉！這一生我都要在主人身邊∼
desc	$2819	컹!컹! 넵! 주인님!	吭!吭！是的！主人！
desc	$2820	컹컹! 주인님, 부르셨습니까~!	吭吭！主人您叫我嗎？
desc	$2821	컹컹! 지금 달려 갑니다~!	吭吭！現在過去了！
desc	$2822	컹컹 주인님, 명령만 하십시요~!	吭吭！主人，請您吩咐！
desc	$2823	크르르....?	喀勒勒...
desc	$2824	크르르..왜 부르는거지.	喀勒勒...為何叫我呢？
desc	$2825	크르르..주인장, 나도 바쁘다구.	喀勒勒...喂，我也很忙的！
desc	$2826	크르르...쳇. 할 수 없군.	喀勒勒...叱，沒辦法！
desc	$2827	왈! 헥헥~ 지금가요~	嗚唉！嘿嘿∼現在過去了∼
desc	$2828	왈왈! 헥헥~ 주인님 불렀나요?	嗚唉嗚唉！嘿嘿∼主人您叫我嗎？
desc	$2829	헥~헥 주인님이 먹이를 주실려나~	嘿嘿∼ 主人要給我食物了嗎？
desc	$2830	헥헥~ 주인님 옆에 가야지~	嘿嘿∼我要在主人身邊∼
desc	$2831	우우...조금 있다 갈께요오~	嗚嗚...我待會再過去喔！
desc	$2832	우~ 벌꿀이라도 주실려나~	嗚∼ 是要給我蜂蜜嗎？
desc	$2833	킁킁~맛있는 냄새가 주인님한테 나네~	喀喀∼這個人的味道很香呢！
desc	$2834	킁킁~ 주인님, 제가 옆에 있을께요~	喀喀∼主人，我會在身邊陪您的！
desc	$2835	캬앙~부르셨어요?	卡啊∼你有叫我嗎？
desc	$2836	캬앙~털에 윤기가 없네~	卡啊∼毛都沒有光澤了！
desc	$2837	캬앙~주인님, 먹이 주세요~	卡啊∼主人，給我食物吧！
desc	$2838	캬앙~ 주인님 곁에 있을께요~	卡啊∼我要待在主人身邊！
desc	$2839	냥~ 귀찮게 또 부르네냥~	喵∼好煩又再叫我！
desc	$2840	냐아옹~숨박꼭질 놀이해요?	喵嗚∼玩捉迷藏嗎？
desc	$2841	냥~ 간답니다냥~	喵∼現在過去了啦！
desc	$2842	냥~ 가면 안아줄려나?	喵∼過去的話會抱我嗎？
desc	$2843	쫑긋~? 당근~당근~	蹦蹦∼胡蘿蔔∼胡蘿蔔∼
desc	$2844	쫑긋~ 주인님이 어디있지?	蹦蹦∼主人在哪裡呢？
desc	$2845	쫑긋~쫑긋~ 주인님 곁에 가야지~	蹦蹦∼蹦蹦∼我要到主人身邊∼
desc	$2846	쫑긋~ 당근 있어요?	蹦蹦∼有胡蘿蔔嗎？
desc	$2847	멍~! 잠시만 기다려요~	汪！請等一下∼
desc	$2848	멍! 아이~옷이 더러워 지겠네~	汪！啊∼衣服髒了∼
desc	$2849	멍!멍! 우아하게 가야지	汪！汪！我要優雅地過去
desc	$2850	멍멍! 주인님이랑 있을래요~	汪汪！我要在主人身邊∼
desc	$2851	우....졸려~	嗚....好睏∼
desc	$2852	우....무슨 일이에요?	嗚....怎麼了？
desc	$2853	우.....먹이라도 주시려나..	嗚....是要給我食物嗎？
desc	$2854	우...주인님 곁이 제일 좋아...	嗚...我最喜歡待在主人身旁...
desc	$2855	쿠거의가죽	黑豹的皮
desc	$2856	쿠거의발톱	黑豹的爪
desc	$2857	머미로드의 물약	木乃伊藥水
desc	$2858	아이리스의 목걸이	艾莉絲項鍊
desc	$2859	나이트발드의 검	騎士范德之劍
desc	$2860	조드	喬德
desc	$2861	롤코	羅克
desc	$2862	오만의 탑 100층 이동 주문서	傲慢之塔移動卷軸(100F)
desc	$2863	리퍼	鐮刀死神的使者
desc	$2864	달빛의 눈물	月光之淚
desc	$2865	요마의 이빨	黑暗之牙
desc	$2866	사냥개의 이빨	獵犬之牙
desc	$2867	흑룡의 이빨	龍之牙
desc	$2868	파멸의 이빨	破滅之牙
desc	$2869	투견의 이빨	鬥犬之牙
desc	$2870	불멸의 이빨	不滅之牙
desc	$2871	신마의 이빨	神之牙
desc	$2872	황금의 이빨	黃金之牙
desc	$2873	강철의 이빨	鋼鐵之牙
desc	$2874	승리의 이빨	勝利之牙
desc	$2875	블래스 펫아머	寵物祝福盔甲
desc	$2876	체인 펫아머	寵物鏈甲
desc	$2877	크로스 펫아머	寵物十字盔甲
desc	$2878	레더 펫아머	寵物皮盔甲
desc	$2879	미스릴 펫아머	寵物米索莉盔甲
desc	$2880	샤이닝 펫아머	寵物光明盔甲
desc	$2881	스켈 펫아머	寵物骷髏盔甲
desc	$2882	강철 펫아머	寵物鋼鐵盔甲
desc	$2883	레이더스	雷德斯
desc	$2884	혼돈의 열쇠	混沌鑰匙
desc	$2885	다크엘프 제너럴	黑暗妖精將軍
desc	$2886	다크엘프 시프	黑暗妖精盜賊
desc	$2887	다크엘프 솔저	黑暗妖精士兵
desc	$2888	다크엘프 위자드	黑暗妖精法師
desc	$2889	다크엘프 레인저	黑暗妖精巡守
desc	$2890	다크엘프 가드	黑暗妖精警衛
desc	$2891	다크엘프 비스트테이머	馴獸師
desc	$2892	다이어 뱃	魔蝙蝠
desc	$2893	다이어 베어	魔熊
desc	$2894	다크 엘리멘탈리스트	黑暗精靈使
desc	$2895	다크 엘리멘탈	闇之精靈
desc	$2896	그레이터 다크엘리멘탈	闇精靈王
desc	$2897	샌트	仙特
desc	$2898	샌디	仙蒂
desc	$2899	파심	帕辛
desc	$2900	길 잃은 아이	迷路的孩子
desc	$2901	부모 잃은 아이	失去父母的孩子
desc	$2902	라폰스	拉龐斯
desc	$2903	라스타바드 장검	拉斯塔巴德長劍
desc	$2904	라스타바드 이도류	拉斯塔巴德雙刀
desc	$2905	라스타바드 단검	拉斯塔巴德短劍
desc	$2906	라스타바드 한손창	拉斯塔巴德矛
desc	$2907	라스타바드 보우	拉斯塔巴德弓
desc	$2908	라스타바드 헤비 크로스 보우	拉斯塔巴德重十字弓
desc	$2909	라스타바드 스태프	拉斯塔巴德魔杖
desc	$2910	라스타바드 체인 메일	拉斯塔巴德鏈甲
desc	$2911	라스타바드 징박힌 레더 아머	拉斯塔巴德銀釘皮盔甲
desc	$2912	라스타바드 로브	拉斯塔巴德長袍
desc	$2913	라스타바드 부츠	拉斯塔巴德長靴
desc	$2914	라스타바드 라운드 실드	拉斯塔巴德圓盾
desc	$2915	라스타바드 크로스 보우	拉斯塔巴德十字弓
desc	$2916	라스타바드 레더 아머	拉斯塔巴德皮盔甲
desc	$2917	비스트테이머의 반지	馴獸師戒指
desc	$2918	늑대가죽 망토	狼皮斗篷
desc	$2919	엘리멘탈리스트의 반지	精靈使戒指
desc	$2920	라스타바드 블레이드	小武士刀
desc	$2921	바라스	巴拉斯
desc	$2922	쿠노스	庫諾斯
desc	$2923	테라누스	泰拉奴斯
desc	$2924	자이루스	賈路斯
desc	$2925	이얀	以焉
desc	$2926	라스타바드	拉斯塔巴德
desc	$2927	리만	里曼
desc	$2928	용병단	傭兵團
desc	$2929	프랑코	福朗克
desc	$2930	용병단장	傭兵團團長
desc	$2931	웰던	威頓
desc	$2932	켄트	肯特
desc	$2933	윈다우드	風木
desc	$2934	루즈	路擇
desc	$2935	벡터	拜特
desc	$2936	러스터	勒斯特
desc	$2937	카미아	卡米亞
desc	$2938	세라티	瑟拉提
desc	$2939	라뮤즈	拉謬斯
desc	$2940	부루터스	布魯特斯
desc	$2941	그레이	葛雷
desc	$2942	케니히	凱尼西
desc	$2943	뮤라스	謬拉斯
desc	$2944	카라스	卡拉斯
desc	$2945	경비병사	警衛士兵
desc	$2946	으 악!	哇∼啊！
desc	$2947	으..윽...	...就算殺了一個我，還有千千萬萬個我...
desc	$2948	끄으..윽...	喀呃..阿...
desc	$2949	헉!	別說我沒有給你們機會...
desc	$2950	커헉!!	喀喝！
desc	$2951	우엑!	嗚呃！
desc	$2952	크윽!	喀呃！
desc	$2953	아..아...	我一定會詛咒你...
desc	$2954	쿨럭!!	喀喀！！
desc	$2955	살려줘!!!	救命啊！！!
desc	$2956	이렇..게 당하다니...	竟然..這樣被敗...
desc	$2957	분하다...	真不甘心...
desc	$2958	으으.. 이놈들!!	阿阿.. 傢伙們!!
desc	$2959	여기까지..인가...	到這裡..嗎...
desc	$2960	본진에 연락을...	連絡本營...
desc	$2961	장군님! 여기 적들이...	將軍！這裡有敵軍...
desc	$2962	정찰병유언1	偵探兵遺言1
desc	$2963	정찰병유언2	偵探兵遺言2
desc	$2964	정찰병유언3	偵探兵遺言3
desc	$2965	정찰병유언4	偵探兵遺言4
desc	$2966	어둠의 안식을...	黑暗之安息...
desc	$2967	그랑카인이시여! 적들에게 저주를!!	格蘭肯之神！詛咒敵人吧！
desc	$2968	..그랑카인이시여...	..格蘭肯之神啊...
desc	$2969	피의 복수를!!	為血報仇吧！
desc	$2970	너희를 영원히 저주하리라...	永遠詛咒你們...
desc	$2971	아인하사드의 하찮은 피조물 따위가...	殷海薩的被造物...
desc	$2972	캐스터유언1	播報者遺言1
desc	$2973	캐스터유언2	播報者遺言2
desc	$2974	캐스터유언3	播報者遺言3
desc	$2975	캐스터유언4	播報者遺言4
desc	$2976	단테스님이 너희들을 응징해 주실 것이다..	丹特斯將會懲戒你們..
desc	$2977	지원병력은 오지 않는 것인가...	支援兵不會來嗎...
desc	$2978	이 곳을 지켜내지 못하다니...	無法堅守此處...
desc	$2979	이 전투에서 이겼다고 좋아하지 마라... 	不要因戰勝而先高興... 
desc	$2980	라스타바드에... 영광 있으라!	拉斯塔巴德... 帶來榮耀吧！
desc	$2981	그랑카인의 분노가 이 대륙을 불바다로 만들 것이다!!	格蘭肯的憤怒會將此大地染為鮮血！！
desc	$2982	경비대장	警衛隊長
desc	$2983	돌격단장	突擊隊長
desc	$2984	야히의 분신	火焰之影的分身
desc	$2985	속박된 영혼	束縛的靈魂
desc	$2986	사르샤	沙勒霞
desc	$2987	흑기사 부대장	黑騎士副隊長
desc	$2988	마족의 주문서	魔族的卷軸
desc	$2989	영혼의 구	靈魂之球
desc	$2990	얼음 여왕의 지팡이	冰之女王魔杖
desc	$2991	데몬의 지팡이	惡魔鐮刀
desc	$2992	바포메트의 지팡이	巴風特魔杖
desc	$2993	베레스의 지팡이	巴列斯魔杖
desc	$2994	커츠의 검	克特之劍
desc	$2995	에이시느	艾絲西尼
desc	$2996	[하이펫]	[高等寵物]
desc	$2997	흑기사 근위병	黑騎士警衛兵
desc	$2998	라스타바드의 시선	拉斯塔巴德之眼
desc	$2999	블루디카의 협력서	布魯迪卡的協議書
desc	$3000	수호의 경전 1권	守護經典上冊
desc	$3001	블랙 미스릴 조각	黑色米索莉塊
desc	$3002	난쟁이 군단장의 협력서	賽米的協議書
desc	$3003	무기 제작 도면	裝備製造圖
desc	$3004	수호의 경전 2권	守護經典下冊
desc	$3005	병사의 목걸이	士兵的項鍊
desc	$3006	다크엘프 병사의 배지	黑暗妖精士兵的徽章
desc	$3007	다크엘프 장군의 배지	黑暗妖精將軍的徽章
desc	$3008	수호 단원의 반지	守護團戒指
desc	$3009	성스러운 물	神聖之水
desc	$3010	성스러운 빵	神聖的麵包
desc	$3011	난쟁이의 주머니	賽米的袋子
desc	$3012	성스러운 주머니	神聖的袋子
desc	$3013	에노	艾諾
desc	$3014	칸의 경비대 부대장	康的警衛副隊長
desc	$3015	세미	賽米
desc	$3016	신녀 키리	神女奇麗
desc	$3017	패잔병	殘敗兵
desc	$3018	보상금	守護團獎金
desc	$3019	블랙 미스릴 원석	黑色米索莉原石
desc	$3020	블랙 미스릴	黑色米索莉
desc	$3021	블랙 미스릴 판금	黑色米索莉金屬板
desc	$3022	머미로드의 왕관	木乃伊王的王冠
desc	$3023	스크롤 주머니	端午節活動袋子
desc	$3024	단오절 이벤트 도우미	小環
desc	$3025	은쫑즈	銀粽子
desc	$3026	금쫑즈	金粽子
desc	$3027	황금괴	黃金
desc	$3028	황금원석조각	黃金原石
desc	$3029	황금 판금	黃金金屬板
desc	$3030	은괴	銀
desc	$3031	은원석조각	銀原石
desc	$3032	은 판금	銀金屬板
desc	$3033	백금괴	白金
desc	$3034	백금원석조각	白金原石
desc	$3035	백금 판금	白金金屬板
desc	$3036	불렀수?	你叫我嗎？
desc	$3037	월급 주면서 부려먹어라!	要我做事先支付薪水吧！
desc	$3038	왜 부르셔?	幹嘛叫我？
desc	$3039	내가 애완견이냐	我是你的寵物嗎？
desc	$3040	배고파! 밥줘!	肚子餓了！餵我吃飯！
desc	$3041	호랑이	老虎
desc	$3042	노세	諾斯
desc	$3043	하이 캣	高等貓
desc	$3044	blank	空白
desc	$3045	하이 콜리	高等柯利
desc	$3046	blank	空白
desc	$3047	하이 울프	高等狼
desc	$3048	아이스 젬	ICE
desc	$3049	개 아이템	樣道具
desc	$3050	드레스 마이티	力量提升
desc	$3051	드레스 덱스터리티	敏捷提升
desc	$3052	카리프의 주머니	卡立普的袋子
desc	$3053	시장 텔레포터	商店村傳送師
desc	$3054	시장 경비병	商店村警衛
desc	$3055	쟌쿠	詹庫
desc	$3056	명예의코인	名譽貨幣
desc	$3057	신뢰의코인	信賴貨幣
desc	$3058	지혜의코인	智慧貨幣
desc	$3059	용기의코인	勇氣貨幣
desc	$3060	골렘의 숨결	高崙之心
desc	$3061	불새의 숨결	不死鳥之心
desc	$3062	얼음여왕의 숨결	冰之女王之心
desc	$3063	드레이크의 숨결	飛龍之心
desc	$3064	마프르의 유산	馬普勒之石
desc	$3065	파아그리오의 유산	帕格里奧之石
desc	$3066	에바의 유산	伊娃之石
desc	$3067	사이하의 유산	沙哈之石
desc	$3068	뱀파이어의 망토	吸血鬼斗篷[活動道具•2006/10/20中午12:00統一刪除]
desc	$3069	사신의 망토	死神披肩
desc	$3070	쿠론	庫倫
desc	$3071	투락	庫勒
desc	$3072	쿠샨	庫珊
desc	$3073	바란카의 크로우	巴蘭卡鋼爪
desc	$3074	바란카의 갑옷	巴蘭卡盔甲
desc	$3075	바란카의 투구	巴蘭卡頭盔
desc	$3076	바란카의 장갑	巴蘭卡手套
desc	$3077	바란카의 부츠	巴蘭卡長靴
desc	$3078	라이아의 완드	蕾雅魔杖
desc	$3079	라이아의 목걸이	蕾雅項鍊
desc	$3080	라이아의 반지	蕾雅戒指
desc	$3081	라이아의 로브	蕾雅長袍
desc	$3082	비스트 서머너의 반지	喚獸師戒指
desc	$3083	비스트 서머너의 목걸이	喚獸師項鍊
desc	$3084	비스트 서머너의 로브	喚獸師長袍
desc	$3085	비스트 서머너의 채찍	喚獸師長鞭
desc	$3086	블랙 위자드의 반지	黑法師戒指
desc	$3087	블랙 위자드의 목걸이	黑法師項鍊
desc	$3088	블랙 위자드의 로브	黑法師長袍
desc	$3089	블랙 위자드의 스태프	黑法師之杖
desc	$3090	다크 포레스터의 반지	黑暗棲林者戒指
desc	$3091	다크 포레스터의 부츠	黑暗棲林者長靴
desc	$3092	다크 포레스터의 갑옷	黑暗棲林者盔甲
desc	$3093	다크 포레스터의 물약	黑暗棲林者藥水
desc	$3094	블랙 엔트의 줄기	黑暗安特的樹枝
desc	$3095	블랙 엔트의 껍질	黑暗安特的樹皮
desc	$3096	블랙 엔트의 열매	黑暗安特的水果
desc	$3097	죽음의 대가	死亡的誓約
desc	$3098	블랙 티거의 가죽	黑虎的皮
desc	$3099	블랙 티거의 송곳니	黑虎的牙
desc	$3100	블랙 티거의 발톱	黑虎的爪
desc	$3101	딥 플라워의 뿌리	深淵之花的根
desc	$3102	딥 플라워의 꽃 봉오리	深淵之花的花苞
desc	$3103	플레이트웜의 독주머니	金屬蜈蚣的毒液
desc	$3104	플레이트웜의 송곳니	金屬蜈蚣的牙
desc	$3105	플레이트웜의 껍질	金屬蜈蚣的皮
desc	$3106	두더지의 가죽	鼴鼠的皮
desc	$3107	딜로의 꼬리	犰狳的尾巴
desc	$3108	플레이트웜 껍질 갑옷	金屬蜈蚣皮盔甲
desc	$3109	블랙 티거 가죽 망토	黑虎皮斗篷
desc	$3110	침묵의 검	沉默之劍
desc	$3111	디아드요새 이도류	狄亞得雙刀
desc	$3112	디아드요새 크로스보우	狄亞得十字弓
desc	$3113	광물 수거 문서	礦物收集文件
desc	$3114	광물 주머니	礦物袋子
desc	$3115	브롭의 위액	布拉伯的胃液
desc	$3116	화산재	火山灰
desc	$3117	흑정령석	黑暗元素石
desc	$3118	광부 오움	歐姆礦工
desc	$3119	수송 다크엘프	黑暗妖精運送員
desc	$3120	프림	福林
desc	$3121	레이더	雷德
desc	$3122	하구틴	哈古丁
desc	$3123	도망친 오움	歐姆逃亡者
desc	$3124	오움	歐姆
desc	$3125	장로 오움	歐姆長老
desc	$3126	속죄의 신녀	贖罪的神女
desc	$3127	공간이동사 디아루즈	迪亞路哲
desc	$3128	상인 카루푸	嘉勒福
desc	$3129	창고지기 가울	嘉歐
desc	$3130	공간이동사 디아베스	迪雅貝斯
desc	$3131	상인 에마르트	艾瑪勒特
desc	$3132	창고지기 가린	嘉林
desc	$3133	작업감독 오움	歐姆監工
desc	$3134	달프가딘	達夫哥丁
desc	$3135	레오나	雷奧納
desc	$3136	블랙 티거	黑虎
desc	$3137	서먼엘리멘탈	召喚精靈使
desc	$3138	바란카	巴蘭卡
desc	$3139	라이아	蕾雅
desc	$3140	비스트서머너	喚獸師
desc	$3141	블랙 위자드	黑法師
desc	$3142	다크포레스터	黑暗棲林者
desc	$3143	블랙엔트	黑暗安特
desc	$3144	헤비오움	歐姆裝甲兵
desc	$3145	미들오움	歐姆民兵
desc	$3146	딜로	犰狳
desc	$3147	플레이트웜	金屬蜈蚣
desc	$3148	딥플라워	深淵之花
desc	$3149	두더지	鼴鼠
desc	$3150	곡괭이	鋤頭
desc	$3151	오움의 주머니	歐姆的袋子
desc	$3152	오움이 만들던 조각상	半成品的雕像
desc	$3153	오움의 투박한 조각상	未精雕的雕像
desc	$3154	오움이 다듬던 조각상	未修補的雕像
desc	$3155	오움의 섬세한 조각상	未磨光的雕像
desc	$3156	오움의 채색된 조각상 	未上漆的雕像
desc	$3157	오움의 완성된 조각상	完成品的雕像
desc	$3158	레오나의 돈 주머니	雷奧納的袋子
desc	$3159	다크엘프 사냥꾼	黑暗妖精獵人
desc	$3160	다크엘프 어프렌티스	黑暗妖精魔法學徒
desc	$3161	레딘	雷汀
desc	$3162	트리스탄	特里斯坦
desc	$3163	크레도나스	克列度納斯
desc	$3164	번스	范斯
desc	$3165	제네스	傑奈斯
desc	$3166	랑스	朗斯
desc	$3167	코데랏지	克德拉吉
desc	$3168	제스틴	傑斯汀
desc	$3169	스미터	史米特
desc	$3170	얀스틴	焉斯汀
desc	$3171	드레스 이베이젼	閃避提升
desc	$3172	흑정령의 수정 (드레스 마이티)	黑暗精靈水晶(力量提升)
desc	$3173	흑정령의 수정 (드레스 덱스터리티)	黑暗精靈水晶(敏捷提升)
desc	$3174	흑정령의 수정 (드레스 이베이젼)	黑暗精靈水晶(閃避提升)
desc	$3175	마법서 (샤이닝 오라)	魔法書(鋼鐵士氣)
desc	$3176	마법서 (브레이브 오라)	魔法書(衝擊士氣)
desc	$3177	(샤이닝 오라)	(鋼鐵士氣)
desc	$3178	(브레이브 오라)	(衝擊士氣)
desc	$3179	디아드궁수	狄亞得弓箭手
desc	$3180	아덴 정찰병	亞丁偵查兵
desc	$3181	올레	奧勒
desc	$3182	수감중인 다크엘프	被囚禁的黑暗妖精
desc	$3183	식물생장소	植物養殖所
desc	$3184	카리프의 고급 주머니	卡立普的高級袋子
desc	$3185	부활과 영생의 계약서	復活與永生之誓約書
desc	$3186	라보르의 주머니	拉伯勒的袋子
desc	$3187	라블라	拉布羅
desc	$3188	라보르	拉伯勒
desc	$3189	거친 칼날	粗糙的刀身
desc	$3190	구리 인장	銅印記
desc	$3191	은 인장	銀印記
desc	$3192	금 인장	金印記
desc	$3193	조화의 인장	靈魂的印記
desc	$3194	정신력의 인장	精神的印記
desc	$3195	체력의 인장	身體的印記
desc	$3196	태하의 가방: 구리 인장	泰和的袋子：銅印記
desc	$3197	태하의 가방: 은 인장	泰和的袋子：銀印記
desc	$3198	태하의 가방: 금 인장	泰和的袋子：金印記
desc	$3199	라블라의 주머니	拉布羅的袋子
desc	$3200	마드리안	馬德里安
desc	$3201	리하스	李哈斯
desc	$3202	리하스의 편지	李哈斯的信
